idpalavra,COUNT(palavra_localizacao.idpalavra),palavra,polaridade_LIWC,polaridade_OpLexicon,polaridade_ReLiLex,polaridade_Sentilex,polaridade_WordnetBr
775,225,produtores,0,0,0,0,0
2260,224,gera,1,0,0,0,0
8778,223,alterar,-1,-1,0,0,0
9213,223,sofreu,-1,0,0,0,0
3354,223,negativas,0,-1,0,0,0
197,222,externo,0,0,0,0,0
6175,222,abre,1,0,0,0,0
4509,222,boas,1,1,0,0,0
1899,222,colapso,-1,0,0,-1,0
2084,222,olhar,0,0,0,0,0
1689,222,adotar,0,0,0,0,0
7031,222,aposta,0,1,0,0,0
13700,221,branco,0,0,0,0,0
1340,221,liberal,1,0,0,0,0
721,221,europeu,0,0,0,0,0
1568,220,criado,1,0,0,0,0
1979,220,disposição,1,0,0,0,0
3382,220,privadas,-1,0,0,0,0
6600,220,realizadas,1,1,0,0,0
2787,220,passos,0,-1,0,0,0
3364,220,primeiras,0,0,0,0,0
10186,220,revelado,0,1,0,0,0
7163,220,transparência,0,0,0,1,0
2346,219,abono,1,0,0,0,0
2982,219,impedir,-1,-1,0,0,0
306,219,produzir,1,0,0,0,0
2693,218,afetar,0,0,0,0,0
267,218,temporária,0,-1,0,0,0
11007,218,avaliaram,1,0,0,0,0
5088,217,inferior,-1,-1,0,0,-1
1962,217,contar,0,-1,0,0,0
3308,217,depender,0,1,0,0,0
7707,217,funcionar,0,1,0,0,0
5532,217,identificar,0,0,1,0,0
8158,217,mínimos,0,0,0,0,0
1915,216,entregar,0,-1,0,0,0
5240,216,apresentados,0,-1,0,0,0
1706,216,certa,1,1,0,0,0
140,215,eventuais,1,0,0,0,0
2280,215,adotadas,0,-1,0,0,0
3282,215,práticas,0,1,0,0,0
3716,214,humanos,0,1,0,0,0
5306,214,piora,-1,0,0,0,0
8366,214,bancário,0,1,0,0,0
2282,213,saque,-1,0,0,0,0
1788,213,sofrer,-1,0,0,-1,0
6380,213,causada,0,1,0,0,0
5801,213,ataque,-1,0,0,0,0
5867,213,cria,1,0,0,0,0
4615,213,criticou,-1,0,0,0,0
3410,213,esperamos,1,0,0,0,0
2818,213,marcada,0,1,0,0,0
2281,212,provocada,1,0,0,0,0
2407,212,analisar,0,1,0,0,0
9433,212,operacionais,0,0,0,0,0
1715,212,participantes,0,0,0,0,0
2764,211,otimista,0,-1,0,1,1
8165,210,preso,0,-1,0,-1,0
4334,210,próprios,0,0,0,0,0
360,210,disponíveis,0,1,0,0,0
6827,209,definido,1,0,0,0,0
4500,208,consequência,1,0,0,0,0
2497,208,critica,-1,0,0,0,0
3467,208,top,0,0,1,0,0
2522,208,complementar,0,0,0,0,0
5038,208,formal,0,0,0,0,0
7189,207,incentivos,0,-1,0,0,0
2046,207,mostrando,1,0,0,0,0
4489,207,recebido,1,0,0,0,0
2727,206,obter,1,0,0,0,0
2302,206,enviar,0,0,0,0,0
4525,205,certamente,1,0,0,0,0
4520,205,considerados,1,1,0,0,0
1544,204,fixa,1,0,0,0,0
195,204,seguintes,0,0,0,0,0
2567,204,usados,0,-1,0,0,0
233,204,afetados,0,-1,0,0,0
1211,203,corrida,0,-1,0,0,0
790,203,ameaça,-1,0,0,-1,0
354,203,permanente,0,0,0,0,0
1954,203,retirar,0,-1,0,0,0
127,202,reduzido,-1,-1,0,-1,0
5785,202,acredito,1,0,0,0,0
2006,202,clara,1,1,0,0,0
2988,201,presente,0,0,0,1,0
6789,201,obra,0,0,1,0,0
750,200,capaz,1,1,0,1,0
10306,200,negou,-1,0,0,0,0
5407,199,vantagem,1,0,0,1,0
1700,199,adicionais,0,0,0,0,0
5607,199,substituir,0,0,0,0,0
4754,199,beneficiar,1,0,0,0,0
2133,199,fraco,-1,-1,-1,-1,-1
3507,198,anunciar,0,0,0,0,0
4053,198,gastar,0,0,0,0,0
4000,198,vir,0,1,0,0,0
5112,197,formado,1,0,0,0,0
3045,196,alívio,1,0,0,0,1
103,196,quedas,0,0,0,0,0
1084,196,semelhante,0,0,0,0,0
10644,196,suspender,0,-1,0,0,0
10955,195,assistência,1,0,0,0,0
1767,195,disponível,0,1,0,0,0
2452,193,correção,0,0,0,1,0
1349,193,prometeu,1,0,0,0,0
808,193,superar,1,0,0,1,0
5054,193,bons,1,1,0,0,0
3311,193,controlada,-1,1,0,0,0
2591,192,isenção,1,0,0,0,0
3337,192,recorrente,0,0,0,0,0
4189,192,ressaltar,0,0,0,0,0
1114,192,interna,0,0,0,0,0
1884,192,reduzindo,-1,0,0,0,0
11902,191,ataques,-1,0,0,0,0
8919,191,mantida,1,0,0,0,0
3106,191,individual,0,0,0,0,0
744,190,ambientais,0,0,0,0,0
650,190,compensar,0,-1,0,0,0
4248,190,acontecendo,1,0,0,0,0
5700,190,derrota,-1,0,0,-1,0
663,189,aberta,1,0,0,0,0
6704,189,contando,1,0,0,0,0
348,189,essencial,1,0,0,0,0
15,189,mantendo,1,0,0,0,0
679,189,assinado,0,0,0,0,0
8263,189,cidadão,0,0,0,0,0
4494,188,direta,0,-1,0,0,0
3721,188,incluir,0,0,0,0,0
10356,188,pacientes,0,1,0,0,0
4605,188,rodada,0,-1,0,0,0
5900,187,seguros,1,1,0,0,0
5557,187,garante,1,0,0,0,0
7331,186,popularidade,0,0,0,1,0
2092,186,pequena,-1,0,0,0,0
6539,186,apostas,0,1,0,0,0
5244,186,assinada,0,0,0,0,0
7755,185,urgência,-1,0,0,0,0
1441,185,aproveitar,0,0,0,0,0
10021,185,pensar,0,1,0,0,0
5302,184,deterioração,-1,0,0,0,0
2580,184,garanta,1,0,0,0,0
6094,184,direto,0,0,1,1,0
9942,184,filhos,0,0,0,0,0
12467,184,apoiadores,0,1,0,0,0
5797,183,consegue,1,0,0,0,0
1582,183,investido,1,0,0,0,0
3325,182,ausência,-1,0,0,0,0
11851,182,medo,-1,0,0,-1,-1
7030,182,perde,-1,0,0,0,0
7727,182,atuar,0,0,1,0,0
6909,182,regionais,0,1,0,0,0
6253,180,reforça,1,0,0,0,0
6121,180,surpresa,-1,-1,0,0,0
4034,180,asiático,0,1,0,0,0
5050,180,médias,0,0,0,0,0
2401,179,marcado,0,1,0,0,0
10390,179,referente,0,1,0,0,0
11884,178,delegados,0,-1,0,0,0
11478,178,meios,0,0,0,0,0
7477,177,pequenos,0,0,0,0,0
834,177,promover,0,1,0,0,0
4316,177,registrar,0,1,0,0,0
5200,177,rendimento,1,0,0,0,0
23188,176,apreensão,-1,0,0,0,0
4024,176,debates,-1,0,0,0,0
2375,175,prêmio,1,1,0,0,0
2768,175,reduz,-1,0,0,0,0
5606,175,rico,1,1,1,1,0
5547,175,dinâmica,0,1,0,0,0
8917,175,física,0,0,0,0,0
8107,175,atraso,0,0,0,-1,0
2789,174,pares,0,0,0,0,0
3519,174,definida,1,0,0,0,0
1237,173,ajudou,1,0,0,0,0
17072,173,trabalhista,0,0,0,0,0
3363,173,afirmar,0,1,0,0,0
3464,172,ouvidos,0,0,0,0,0
1403,172,inovação,0,0,0,1,0
1427,172,ciência,1,0,0,0,0
7040,172,curva,0,-1,0,0,0
2502,172,mesmos,0,0,0,0,0
3605,171,derrubada,0,-1,0,0,0
2129,171,explicar,0,-1,0,0,0
3665,171,fundador,0,0,0,0,0
6324,171,indicado,0,1,0,0,0
13888,171,maduro,0,1,0,1,0
1289,171,aérea,0,0,0,0,0
832,170,reforçar,1,1,0,0,0
11087,170,cultura,1,0,0,0,0
10146,170,destinados,-1,1,0,0,0
313,169,lenta,-1,-1,0,0,0
10486,169,estrangeiro,0,0,0,0,0
112,169,pressões,-1,0,0,0,0
2552,169,refinarias,1,0,0,0,0
3778,169,complexo,0,-1,0,0,0
3803,168,atrair,1,1,1,1,0
2532,168,oficiais,0,0,0,0,0
7313,168,parar,0,1,0,0,0
3349,168,doméstica,0,0,0,0,0
2562,167,independentes,0,0,0,0,0
3741,167,criada,1,0,0,0,0
4529,167,criou,1,0,0,0,0
7182,167,garantias,1,0,0,0,0
3490,166,realizados,1,1,0,0,0
4641,166,aéreo,0,0,0,-1,0
6962,166,antiga,0,0,0,0,0
2326,165,consideram,1,0,0,0,0
3425,165,considerar,1,0,0,0,0
1569,165,formas,1,0,0,0,0
2481,165,ideal,1,0,1,1,0
6982,165,fortemente,0,1,0,0,0
1593,165,valer,0,1,0,0,0
3086,164,aprovadas,1,1,0,0,0
3833,164,socorro,1,0,0,0,1
12261,164,apresentadas,0,-1,0,0,0
24345,164,mandados,0,0,0,0,0
2636,163,determinou,1,0,0,0,0
10842,163,paralela,0,0,0,0,0
4734,163,passageiros,0,0,0,0,0
9391,163,compensação,0,0,0,0,1
1119,163,pedindo,-1,0,0,0,0
1521,163,comentar,0,0,0,0,0
3323,162,santa,1,1,0,0,0
3893,162,adiar,0,0,0,0,0
3130,162,corresponde,1,0,0,0,0
4255,162,estabelecer,0,0,0,0,0
4427,162,despeito,0,0,0,-1,0
3373,161,ativa,1,1,0,0,0
2937,161,eficácia,1,0,0,1,0
8392,161,franco,1,1,0,1,0
5602,161,preferência,1,0,0,0,0
5914,161,prejudicar,-1,-1,0,-1,0
2237,161,encaminhada,0,1,0,0,0
6047,161,infectados,0,-1,0,0,0
6163,160,conflito,-1,0,0,0,-1
487,160,excesso,0,0,-1,0,0
8513,160,competência,0,0,0,1,0
3495,159,abertas,1,0,0,0,0
7323,159,estimado,1,1,0,1,0
4426,159,independência,1,0,0,0,0
8600,159,mesmas,0,0,0,0,0
6592,159,amarela,0,-1,0,0,0
11006,158,mérito,1,0,1,-1,0
1963,158,super,1,1,0,0,0
836,158,eficiente,1,1,0,1,0
228,158,parcial,0,0,0,0,0
946,158,permanecer,0,1,0,0,0
9753,158,envolvidos,0,0,0,0,0
10218,157,iniciar,0,0,0,0,0
7752,157,controlar,-1,0,0,1,0
3965,157,extremamente,-1,0,0,0,0
8722,157,apontado,0,-1,0,0,0
7289,157,associados,0,-1,0,0,0
8089,157,referentes,0,1,0,0,0
2367,156,polêmica,0,-1,0,0,0
10803,156,regular,0,1,0,1,0
8139,156,validade,0,0,0,1,0
4299,156,ganham,1,0,0,0,0
3388,156,impor,0,1,0,0,0
5630,156,muda,-1,0,0,0,0
4869,155,reduzida,-1,-1,0,0,0
6774,155,abriu,1,0,0,0,0
7415,155,critério,1,0,0,0,0
3768,155,subsidiária,0,-1,0,0,0
2410,155,derrubar,0,-1,0,1,0
9338,154,entregue,0,0,0,0,0
14436,154,ordinárias,0,-1,0,0,0
4508,153,consideradas,1,1,0,0,0
7149,152,determina,1,0,0,0,0
2345,152,propor,0,0,0,0,0
6033,152,doméstico,0,0,0,0,0
1891,152,gerente,0,0,0,0,0
2645,151,recebem,1,0,0,0,0
7275,151,superiores,1,1,0,0,0
5721,150,diminuição,-1,0,0,0,0
5059,150,notas,0,0,0,0,0
10078,149,potenciais,0,1,0,0,0
3828,149,suficientes,1,0,0,0,0
1618,149,adotado,0,-1,0,0,0
7673,149,agir,0,1,0,0,0
3613,149,específicos,0,0,0,0,0
1687,149,europeias,0,0,0,0,0
7330,149,determinação,1,0,0,1,0
891,149,limitado,1,-1,0,-1,0
2262,148,impede,-1,0,0,0,0
2596,148,sentimento,1,0,0,0,0
647,148,adotada,0,-1,0,0,0
5113,148,significativo,0,1,1,0,0
1407,148,impulsionar,0,0,0,0,0
7579,147,expressiva,0,1,0,0,0
1379,147,longa,0,0,0,0,0
6536,147,concluir,0,1,0,0,0
12534,147,contrários,0,-1,0,0,0
8296,147,direita,1,0,0,0,0
3771,147,tido,0,1,0,0,0
5414,146,prever,0,1,0,0,0
6550,146,profunda,0,0,0,0,0
3169,146,suína,0,-1,0,0,0
9041,146,vencer,1,-1,0,1,0
6193,145,indicar,0,0,0,0,0
2061,144,diretores,0,1,0,0,0
2887,144,estabelecido,0,-1,0,0,0
15552,144,palavra,1,0,0,0,0
6275,144,vulneráveis,0,-1,0,0,0
8770,144,credibilidade,0,0,0,1,0
11010,144,admitiu,1,0,0,0,0
12110,144,especiais,1,1,0,0,0
2628,144,justa,1,1,0,0,0
5922,143,temor,-1,0,0,0,-1
4503,143,imediato,0,1,0,0,0
4182,143,individuais,0,0,0,0,0
5997,142,desempregados,0,-1,0,0,0
6830,142,promessa,1,0,0,0,0
8515,142,rentabilidade,1,0,0,0,0
11682,142,primária,0,0,0,0,0
4890,141,errado,-1,-1,0,-1,0
1570,141,facilitar,1,-1,1,0,0
9463,141,preservar,1,-1,0,0,0
10285,141,renúncia,-1,0,0,0,0
6565,141,conversar,0,1,0,0,0
8714,140,seguridade,1,0,0,0,0
22271,140,desidratação,0,0,0,-1,0
1769,140,atingindo,1,0,0,0,0
3772,140,destino,-1,0,0,0,0
9871,140,liberar,1,-1,0,0,0
2802,139,atingido,1,-1,0,0,0
1187,139,esperava,1,0,0,0,0
6614,139,garantiu,1,0,0,0,0
7460,139,ouvir,0,0,0,0,0
1371,139,reunir,0,1,0,0,0
10436,138,ótimo,1,1,0,1,0
2614,137,constitucionais,0,0,0,0,0
1747,137,danos,-1,0,0,0,0
5830,137,gerando,1,0,0,0,0
3158,136,acreditar,1,0,0,0,0
897,136,destinado,-1,1,0,0,0
5485,136,observado,0,1,0,0,0
6425,136,fabricante,0,0,0,0,0
6780,136,quis,1,0,0,0,0
1729,136,riqueza,1,1,0,0,0
6738,136,alvos,0,1,0,0,0
11318,135,pede,-1,0,0,0,0
5793,135,resolução,1,0,0,0,0
1972,135,conhecida,0,1,0,0,0
7241,135,rombo,0,-1,0,0,0
8599,135,usada,0,-1,0,0,0
4848,135,discutido,0,-1,0,0,0
730,135,europeus,0,0,0,0,0
9837,135,executiva,0,1,0,0,0
6578,135,extraordinária,0,1,0,0,0
5823,135,justificativa,0,0,0,0,0
11956,134,críticos,0,0,0,0,0
2533,134,gigante,0,0,0,0,0
5182,134,imediata,0,1,0,0,0
1406,134,mundiais,0,0,0,0,0
6182,134,pronto,1,1,0,0,0
5143,134,suporte,1,0,0,0,0
9775,134,antecipar,0,1,0,0,0
3030,134,aplicada,0,1,0,0,0
6389,134,composto,0,1,0,1,0
6534,134,graves,-1,-1,0,0,0
11880,134,republicano,0,0,0,0,0
12383,133,integração,0,0,0,0,-1
975,133,desenvolvidos,0,1,0,0,0
2087,133,futuras,0,0,0,0,0
7501,133,clareza,1,0,0,0,0
3145,133,defendem,1,0,0,0,0
2687,132,considerou,1,0,0,0,0
17096,132,habilidade,1,0,0,1,0
5425,132,tradicional,0,0,0,0,0
14904,132,vencedores,0,1,0,0,0
5181,132,causar,0,1,0,0,0
432,131,observada,0,1,0,0,0
5949,131,precisar,0,1,0,0,0
1500,131,criando,1,0,0,0,0
8085,131,efetiva,1,1,0,0,0
2031,131,encerrar,0,0,0,0,0
3493,130,divulgar,0,-1,0,0,0
3133,130,fechadas,0,-1,0,0,0
4939,130,habitantes,0,0,0,0,0
4805,130,investigados,0,0,0,0,0
5948,130,afetado,0,-1,0,-1,0
2969,130,chegada,0,1,0,0,0
3418,130,conjunta,0,-1,0,0,0
3723,130,alcance,1,0,0,0,0
6849,130,condenado,-1,-1,0,-1,0
5391,129,aceitar,1,1,0,0,0
768,129,disposto,1,1,0,0,0
23232,129,delegado,0,-1,0,0,0
7781,129,partidários,0,1,0,0,0
7252,129,cobrir,0,-1,0,0,0
8709,128,reconheceu,1,0,0,0,0
5490,128,corrente,0,0,0,0,0
2032,128,iniciada,0,-1,0,0,0
382,128,adequado,1,1,0,1,0
5681,128,livro,1,0,0,0,0
4070,127,conseguiram,1,0,0,0,0
4646,127,determinado,1,1,0,1,0
1305,127,finais,1,0,0,0,0
1106,127,elevados,0,1,0,0,0
8782,127,escolher,0,-1,0,0,0
649,127,lançar,0,0,0,0,0
1604,127,melhoria,1,0,0,0,0
4092,127,aposentados,0,0,0,0,0
1565,127,organizado,0,1,0,1,0
3346,127,particular,0,0,0,0,0
3572,126,profissional,0,0,0,1,0
4110,126,existentes,0,0,0,0,0
21208,126,proteja,1,0,0,0,0
5654,126,basta,0,0,0,0,0
4824,125,perderam,-1,0,0,0,0
1156,125,produtor,0,0,0,0,0
4746,125,próprias,0,0,0,0,0
2762,125,retornar,0,0,0,0,0
6165,125,convencer,1,0,0,0,0
13814,125,eventualmente,1,0,0,0,0
14970,125,fortalecer,1,1,0,0,0
3674,125,iniciais,0,0,0,0,0
4303,125,materiais,0,0,0,0,0
11883,124,escolhido,0,1,0,0,0
2182,124,pobre,0,-1,-1,-1,-1
6353,124,receberam,1,0,0,0,0
4420,124,barato,0,1,0,-1,0
5037,124,formais,1,0,0,0,0
6173,123,encaminhado,0,1,0,1,0
11066,123,pediram,-1,0,0,0,0
6279,123,produtivo,1,1,0,1,0
8144,123,receberão,1,0,0,0,0
1238,123,sustentar,1,0,0,0,0
11355,123,acompanhado,0,0,0,0,0
21473,123,celso,0,1,0,0,0
7026,122,piores,-1,-1,0,0,0
4096,122,aposentar,0,0,0,0,0
1450,122,assegurar,1,1,0,0,0
5053,122,viver,0,1,0,0,0
3650,122,estender,0,-1,0,0,0
1970,121,dadas,0,0,0,0,0
7166,121,específica,0,0,0,0,0
14235,121,fechados,0,-1,0,0,0
2457,121,alcançar,1,0,0,0,0
9521,121,avança,1,0,0,0,0
7825,121,correta,1,1,0,0,0
9270,121,fracos,-1,-1,0,0,0
4899,121,liberais,1,0,0,0,0
18688,121,confortável,0,1,0,0,0
8656,121,observar,0,0,0,0,0
5982,121,preocupado,0,0,0,-1,-1
12105,121,reverter,0,0,0,0,0
4180,120,atacar,-1,0,0,1,0
1917,120,atingiram,1,0,0,0,0
3985,120,completo,1,0,0,0,0
10313,120,grosso,-1,0,0,-1,0
4800,120,encerrado,0,1,0,0,0
7349,120,extrema,0,-1,0,0,0
390,120,futura,0,0,0,0,0
10158,120,atentos,0,1,0,0,0
5377,120,concorrentes,0,-1,0,0,0
6057,119,mortos,-1,-1,0,0,0
5996,119,preocupa,1,0,0,0,0
11359,119,sugestões,1,0,0,0,0
627,119,fraca,-1,-1,0,0,0
5815,119,legais,1,1,0,0,0
11806,119,trabalhistas,0,0,0,0,0
11296,119,vítimas,0,-1,0,0,0
3753,119,fechada,0,-1,0,0,0
5151,119,improvável,0,-1,0,0,0
6808,118,levantar,0,1,0,0,0
9541,118,multiplicar,0,0,0,0,0
6504,118,intensa,1,1,0,0,0
20510,118,julgar,-1,0,0,0,0
7190,118,conceder,0,-1,0,0,0
7371,118,presos,0,-1,0,0,0
7394,117,obrigado,0,-1,0,-1,0
5348,117,imóvel,0,1,0,-1,0
3629,117,queria,1,0,0,0,0
3319,117,sugere,1,0,0,0,0
3950,117,britânico,0,0,0,0,0
3155,116,bancar,0,0,0,0,0
13173,116,contrária,0,-1,0,0,0
2791,116,objetivos,0,0,0,0,0
11653,116,presentes,0,0,0,0,0
2451,116,utilizado,0,0,0,0,0
16028,116,valiosa,0,1,0,0,0
5973,116,conflitos,-1,0,0,0,0
3254,116,excluindo,-1,0,0,0,0
1167,116,incentivo,1,-1,0,0,0
575,116,dirigentes,0,1,0,0,0
8275,116,expressão,0,1,0,0,0
1294,116,industriais,0,0,0,0,0
3243,115,focar,0,0,0,0,0
2927,115,razoável,0,0,-1,1,0
229,115,similar,0,0,0,0,0
4749,115,provocou,1,0,0,0,0
12350,115,tratado,1,1,0,1,0
17106,115,aliada,1,1,0,0,0
5312,115,defendido,1,1,0,0,0
6510,114,consideração,1,0,0,0,0
7938,114,rompimento,0,-1,0,0,0
1577,114,destravar,0,1,0,0,0
4850,114,investigar,0,1,0,0,0
8028,114,limitar,0,0,-1,0,0
5552,114,vaga,1,-1,0,0,0
4642,114,afetadas,0,-1,0,0,0
13942,113,tragédia,-1,0,0,-1,0
2169,113,técnicas,0,0,0,0,0
4441,113,cara,1,-1,0,0,0
3527,113,eficaz,1,1,0,1,0
3355,113,ligados,0,-1,0,0,0
4192,112,fundamentais,0,0,0,0,0
9446,112,giro,0,0,0,0,0
4908,112,informal,0,0,0,0,0
5857,112,major,0,0,0,0,0
9264,112,otimistas,0,1,0,0,0
9128,112,autorizado,0,1,0,1,0
1575,112,altera,-1,0,0,0,0
10979,112,graças,1,0,0,0,0
1664,111,claramente,1,0,0,0,0
5808,111,consiga,1,0,0,0,0
4645,111,contratar,1,1,0,0,0
5616,111,defensores,0,1,0,0,0
5559,111,querer,1,1,0,0,0
961,111,básicos,0,0,0,0,0
9820,110,vantagens,1,0,0,0,0
7173,110,correntes,0,0,0,0,0
293,110,constante,1,0,0,1,0
11853,110,cortou,-1,0,0,0,0
11325,110,erros,-1,0,0,0,0
7263,110,esperança,1,0,0,0,1
337,110,estimada,1,1,0,0,0
8157,110,familiar,1,0,0,0,0
6050,110,infelizmente,-1,0,0,0,0
3229,110,transformar,0,0,0,0,0
5116,110,unidas,0,-1,0,0,0
10272,110,mitigar,0,0,0,0,0
3686,109,briga,-1,0,0,-1,0
10312,109,mato,-1,0,0,0,0
11406,109,pesquisadores,0,0,0,0,0
13322,109,suposta,0,-1,0,0,0
7458,108,insegurança,0,0,0,-1,-1
5510,108,indivíduos,0,-1,0,0,0
9523,108,receberá,1,0,0,0,0
2801,108,suspeita,-1,-1,0,0,0
8992,108,amigo,1,1,0,1,0
5516,108,aprovados,1,1,0,0,0
4454,108,caro,1,-1,0,0,0
3154,108,comprometer,1,-1,0,0,0
3842,108,extraordinário,1,1,1,1,0
11424,108,ilegal,-1,-1,0,-1,0
533,108,lento,-1,-1,-1,-1,0
4774,107,baixar,-1,-1,0,0,0
15662,107,debater,-1,-1,0,0,0
12714,107,dedicado,1,1,0,1,1
8899,107,gostaria,1,0,0,0,0
8249,107,crítico,0,0,0,0,0
6685,107,desafiador,0,0,1,0,0
4871,107,pegar,0,1,0,0,0
1519,107,preparar,0,1,0,0,0
7345,107,terreno,0,0,0,0,0
11493,107,titular,0,1,0,0,0
5365,107,tradicionais,0,0,0,0,0
388,107,utilizar,0,0,0,0,0
2668,107,solidariedade,0,0,0,0,1
11171,107,realizou,1,0,0,0,0
5375,107,cobrar,0,1,0,0,0
7286,106,chamados,0,0,0,0,0
7826,106,encaminhar,0,0,0,0,0
751,106,expandir,0,-1,0,0,0
5944,106,informado,0,1,0,0,0
2266,106,inteiro,0,0,0,0,0
9594,106,internos,0,0,0,0,0
13920,106,suspeitas,0,-1,0,0,0
7238,106,totais,0,0,0,0,0
3898,105,representante,0,0,0,0,0
14407,105,subsidiárias,0,-1,0,0,0
4457,105,perdendo,-1,0,0,0,0
372,105,reconhece,1,0,0,0,0
5741,105,agregado,0,0,0,0,0
1360,105,luta,-1,0,0,0,0
13184,105,firmado,0,-1,0,0,0
8521,104,fornecer,0,-1,0,0,0
17200,104,recua,-1,0,0,0,0
8131,104,ajustar,0,1,0,0,0
17216,104,cotados,0,1,0,0,0
17251,104,neutro,0,0,0,0,0
8069,104,temporário,0,-1,0,0,0
3096,104,determinadas,1,1,0,0,0
4561,104,diminuiu,1,0,0,0,0
9638,104,disputas,-1,0,0,0,0
20313,104,espere,1,0,0,0,0
240,104,gerada,1,0,0,0,0
5586,104,mantidas,1,0,0,0,0
586,103,auxiliar,1,0,0,0,0
1789,103,golpe,-1,0,0,0,0
4507,103,impressão,1,0,0,0,0
5733,103,interessante,1,1,1,1,0
5575,103,leves,1,0,0,0,0
11027,103,objeto,-1,0,0,0,0
5849,103,paz,1,0,0,0,0
3632,103,receio,-1,0,0,0,0
11323,103,violência,-1,0,0,0,0
6037,103,bebidas,0,-1,0,0,0
9271,103,causado,0,1,0,0,0
3011,103,desenvolver,0,-1,0,0,0
6179,103,discutida,0,-1,0,0,0
10126,103,familiares,0,0,0,0,0
9636,103,impostas,0,-1,0,0,0
1432,103,larga,0,-1,0,0,0
5822,103,polêmicas,0,-1,0,0,0
2123,103,representar,0,0,0,0,0
9519,103,suspensa,0,-1,0,0,0
14550,102,partidária,0,1,0,0,0
4571,102,instabilidade,0,0,0,-1,0
427,102,obtido,1,0,0,0,0
9620,102,progresso,1,0,0,0,0
2650,102,assessores,0,-1,0,0,0
3784,102,chamar,0,1,0,0,0
5593,102,ganhando,1,0,0,0,0
7558,101,apelo,-1,0,0,0,0
17461,101,aversão,-1,0,0,0,-1
3581,101,deficiência,-1,0,0,0,0
10604,101,difíceis,-1,-1,0,0,0
11809,101,empregado,1,0,0,0,0
7500,101,humor,1,0,0,0,0
6979,101,reconhecimento,1,0,0,0,0
3649,101,ordinária,0,-1,0,0,0
8744,101,organizada,0,1,0,0,0
5719,101,paralelo,0,0,0,0,0
7007,101,pesquisador,0,0,0,0,0
23438,101,policial,0,0,0,0,0
10537,101,prestar,0,-1,0,0,0
8426,101,relacionada,0,-1,0,0,0
15925,101,vendidas,0,-1,0,0,0
2379,101,desgaste,0,0,0,-1,0
8527,100,obrigatório,0,0,0,0,0
5042,100,relativos,0,0,0,0,0
5325,100,santo,1,1,0,1,0
4920,100,apurar,0,1,0,0,0
5346,100,características,0,0,0,0,0
6196,100,atinge,1,0,0,0,0
7904,100,batalha,-1,0,0,0,0
7716,100,cuidado,1,1,0,1,0
8390,100,declínio,-1,0,0,0,0
9701,100,evidente,1,1,0,0,0
14488,100,êxito,1,0,0,0,0
4659,100,específico,0,0,0,0,0
2371,100,levado,0,-1,0,0,0
5347,99,interessados,0,1,0,0,0
2215,99,aplicado,0,1,0,1,0
5106,99,atrapalhar,0,-1,-1,1,0
5794,99,comparado,0,0,0,0,0
6814,99,parceiros,0,0,0,0,0
10735,99,preliminares,0,1,0,0,0
8853,99,tributários,0,1,0,0,0
8809,99,vindo,0,-1,0,0,0
4921,99,abuso,-1,0,0,0,0
3933,99,dura,-1,-1,0,0,0
9627,99,esperados,1,1,0,0,0
13326,98,falsas,-1,-1,0,0,0
1080,98,piorar,-1,0,-1,-1,0
10056,98,temores,-1,0,0,0,0
13475,98,democrático,0,1,0,1,0
5891,98,demorar,0,0,-1,0,0
7204,98,justificar,0,-1,0,0,0
2135,98,latino,0,0,0,0,0
6733,98,milionários,0,0,0,0,0
7214,98,suposto,0,-1,0,-1,0
1529,98,tributárias,0,1,0,0,0
12522,97,péssimo,0,-1,-1,-1,0
7873,97,velha,0,0,0,0,0
5114,97,turbulência,0,0,0,-1,0
4696,97,recebendo,1,0,0,0,0
6855,97,criminosa,0,-1,0,0,0
7036,97,crucial,0,0,0,0,0
2506,97,emitir,0,-1,0,0,0
11218,97,exigir,0,1,0,0,0
7128,97,mexer,0,1,0,0,0
12143,96,impossível,0,-1,0,-1,0
12783,96,investigadores,0,0,0,0,0
13304,96,ótima,0,1,0,0,0
10727,96,preocupados,0,0,0,0,0
5495,96,relativa,0,0,0,0,0
10357,96,suspeitos,0,-1,0,0,0
9119,96,virar,0,-1,0,0,0
12203,96,comuns,-1,0,0,0,0
10820,96,confusão,-1,0,0,-1,0
5096,96,humano,1,1,1,1,0
1879,96,justo,1,1,0,1,0
7530,96,resgate,1,0,0,0,0
930,96,robusta,1,1,0,0,0
5471,96,considerável,0,1,0,0,0
12302,95,amarelo,0,-1,0,-1,0
11626,95,assinar,0,-1,0,0,0
1812,95,ligadas,0,-1,0,0,0
4591,95,determinar,1,1,0,0,0
6474,95,dificilmente,-1,0,0,0,0
6491,95,espero,1,0,0,0,0
6674,95,formada,1,0,0,0,0
7817,94,aliado,1,0,0,0,0
5093,94,carência,-1,0,0,-1,0
3147,94,dividido,1,0,0,0,0
2989,94,esperando,1,0,0,0,0
7582,94,vistos,1,1,0,0,0
3396,94,pressionar,0,-1,0,0,0
8013,94,profundas,0,0,0,0,0
3537,94,recorrer,0,0,0,0,0
6710,94,reflexo,0,-1,0,0,0
5449,94,terminar,0,-1,0,0,0
2577,94,exclusiva,0,1,0,0,0
8456,94,mínimas,0,0,0,0,0
10494,93,diretos,0,0,0,0,0
9639,93,internas,0,0,0,0,0
7406,93,jovem,0,0,0,0,0
